Time (mS),Barometer Temp (C),IMU Temp (C),Pressure (hPA),Altitude (M),Gryo X (mDPS),Gryo Y (mDPS),Gryo Z (mDPS),Accel X (mG),Accel Y (mG),Accel Z (mG),
19135,28.5,29.5,1017.26,69.75,143342,3351,42026,944,13,-221,
19155,28.5,29.4,1017.26,69.76,143342,12731,24163,937,-15,-192,
19174,28.5,29.4,1017.25,69.83,143342,19591,20435,996,-56,-120,
19194,28.5,29.5,1017.23,69.95,143342,30725,26250,1023,-88,-70,
19214,28.5,29.4,1017.23,70.01,143342,32606,28940,1064,-112,-24,
19234,28.5,29.3,1017.21,70.12,143342,26009,33123,1004,-129,-6,
19254,28.5,29.4,1017.20,70.23,133630,19022,37025,971,-141,3,
19274,28.5,29.5,1017.19,70.28,68985,11300,32493,907,-147,16,
19294,28.5,29.4,1017.19,70.30,-10587,13685,16358,835,-140,7,
19314,28.5,29.5,1017.19,70.34,-79874,22124,-5608,850,-134,-8,
19335,28.5,29.5,1017.19,70.33,-143342,21590,-3368,979,-119,-79,
19355,28.5,29.6,1017.20,70.28,-143342,9800,6908,929,-101,-110,
19374,28.5,29.6,1017.21,70.17,-143342,-3005,5145,885,-82,-125,
19393,28.5,29.4,1017.22,70.07,-143342,-4851,-4007,851,-61,-143,
19413,28.5,29.4,1017.24,69.87,-143342,12223,-8308,951,-55,-146,
19433,28.5,29.5,1017.26,69.71,-143342,29041,7805,1027,-43,-163,
19453,28.5,29.5,1017.28,69.51,-143342,24285,26333,1076,-24,-167,
19473,28.5,29.5,1017.30,69.34,-143342,14525,32116,1091,-22,-148,
19493,28.5,29.4,1017.32,69.15,-136325,19796,29491,1076,-8,-162,
19513,28.5,29.6,1017.34,69.02,-86686,28004,18344,940,-3,-173,
19533,28.5,29.5,1017.35,68.89,-22640,28555,9651,941,-11,-159,
19553,28.5,29.4,1017.37,68.80,30975,25847,27925,1012,-17,-132,
19572,28.5,29.4,1017.38,68.66,78859,24451,53882,1081,-11,-128,
19593,28.5,29.4,1017.39,68.61,126511,16187,60803,1145,-4,-125,
19613,28.5,29.5,1017.40,68.54,143237,16918,54271,1073,0,-123,
19632,28.5,29.4,1017.39,68.59,143342,39160,35997,988,-2,-136,
19652,28.5,29.4,1017.38,68.64,143342,60908,16240,1027,-16,-137,
19672,28.5,29.3,1017.38,68.68,143342,58034,13658,980,-35,-132,
19692,28.5,29.5,1017.36,68.81,143342,50881,26796,1008,-52,-119,
19712,28.5,29.6,1017.35,68.97,143342,52605,40403,937,-68,-113,
19732,28.5,29.6,1017.33,69.07,143342,61096,35411,940,-84,-97,
19752,28.5,29.5,1017.32,69.20,143342,62094,7293,929,-101,-62,
19772,28.5,29.5,1017.31,69.29,143281,40683,-27776,1010,-124,2,
19793,28.5,29.6,1017.30,69.36,32388,39221,-21135,1113,-154,90,
19812,28.5,29.5,1017.29,69.44,-73110,52749,-6741,1055,-149,86,
19833,28.5,29.6,1017.29,69.45,-138569,59578,-9874,960,-136,71,
19852,28.5,29.6,1017.28,69.50,-143342,58646,-27798,873,-119,45,
19871,28.5,29.5,1017.29,69.49,-143342,44025,-52416,891,-99,7,
19891,28.5,29.5,1017.29,69.45,-143342,18427,-60606,1045,-78,-24,
19941,28.5,29.5,1017.33,69.13,-143342,6470,-30082,1161,-5,-117,
19951,28.5,29.5,1017.35,68.91,-143342,19779,-4484,1106,38,-195,
19971,28.5,29.5,1017.39,68.63,-143342,22120,18900,988,85,-279,
19991,28.5,29.4,1017.42,68.34,-143342,15426,1960,944,112,-329,
20011,28.5,29.5,1017.45,68.03,-143342,19175,-35091,982,114,-353,
20031,28.5,29.6,1017.49,67.75,-143342,10823,-37638,930,126,-377,
20051,28.5,29.5,1017.52,67.49,-143342,-23240,-13295,878,144,-371,
20071,28.5,29.5,1017.53,67.40,-143342,-51205,-406,957,160,-336,
20090,28.5,29.4,1017.54,67.32,-143342,-46366,8225,1009,148,-310,
20110,28.5,29.5,1017.55,67.21,-143342,-27584,23288,1027,150,-299,
20130,28.5,29.4,1017.56,67.13,-143342,-13601,21266,989,147,-298,
20150,28.5,29.4,1017.56,67.11,-143342,-5009,5158,977,136,-300,
20170,28.5,29.4,1017.57,67.00,-125514,-10670,1715,1003,127,-308,
20190,28.5,29.5,1017.58,66.97,-36347,-28468,10290,1047,119,-322,
20210,28.5,29.6,1017.58,66.91,60921,-29391,17084,1069,104,-326,
20230,28.5,29.4,1017.60,66.79,130134,-13160,21669,1050,78,-324,
20250,28.5,29.4,1017.61,66.66,143342,1225,26744,961,59,-314,
20270,28.5,29.4,1017.62,66.58,143342,5022,24285,896,11,-272,
20291,28.5,29.4,1017.63,66.49,143342,-2415,23913,929,-14,-231,
20310,28.5,29.5,1017.64,66.39,143342,-10180,31937,985,-33,-179,
20329,28.5,29.4,1017.66,66.26,140857,-8120,45088,1042,-41,-146,
20349,28.5,29.5,1017.67,66.18,116528,6339,41216,1005,-48,-133,
20369,28.5,29.4,1017.68,66.03,75298,17517,23856,1084,-76,-131,
20389,28.5,29.4,1017.70,65.90,15885,13256,19705,998,-96,-143,
20409,28.5,29.3,1017.72,65.74,-57172,7682,35192,941,-100,-158,
20429,28.5,29.4,1017.73,65.61,-125391,2686,45915,847,-84,-180,
20449,28.5,29.4,1017.74,65.51,-143329,323,38469,840,-64,-191,
20469,28.5,29.3,1017.75,65.50,-143342,7686,25186,933,-35,-205,
20489,28.5,29.4,1017.75,65.46,-143342,18357,20846,964,-2,-227,
20509,28.5,29.4,1017.75,65.47,-143342,20015,29806,950,25,-237,
20529,28.5,29.3,1017.75,65.49,-143342,4729,35441,909,49,-234,
20549,28.5,29.3,1017.75,65.48,-143342,-14214,28144,881,65,-211,
20568,28.5,29.4,1017.75,65.48,-143342,-17548,22723,907,82,-198,
20589,28.5,29.4,1017.75,65.45,-143342,-9498,31010,943,90,-192,
20608,28.5,29.4,1017.76,65.40,-139562,1776,39720,901,100,-178,
20628,28.5,29.3,1017.76,65.38,-87688,15601,38206,840,101,-163,
20648,28.5,29.2,1017.77,65.33,-1093,20956,38565,843,96,-159,
20668,28.5,29.3,1017.77,65.27,81130,10618,50233,846,98,-170,
20688,28.5,29.4,1017.78,65.18,137055,-3486,61289,829,104,-179,
20708,28.5,29.3,1017.80,65.07,143342,1474,65113,889,106,-177,
20728,28.5,29.3,1017.81,64.93,143342,24351,62571,991,100,-180,
20748,28.4,29.3,1017.83,64.79,143342,65393,36378,941,29,-212,
20769,28.4,29.3,1017.85,64.61,143342,62558,39716,972,-6,-211,
20788,28.4,29.3,1017.86,64.51,143342,52736,54026,933,-36,-193,
20807,28.4,29.3,1017.87,64.44,143342,40840,51808,913,-53,-152,
20828,28.4,29.3,1017.88,64.35,143342,38381,30121,979,-87,-77,
20847,28.4,29.2,1017.89,64.28,143342,54713,13776,973,-124,-10,
20867,28.4,29.3,1017.89,64.23,143106,65913,-2056,949,-142,22,
20887,28.4,29.4,1017.89,64.23,114358,54390,-21840,1050,-148,41,
20907,28.4,29.3,1017.89,64.21,28770,31801,-30454,1047,-152,77,
20927,28.4,29.4,1017.91,64.11,-66723,20400,-15579,1023,-153,109,
20947,28.4,29.3,1017.91,64.08,-135524,29894,3106,1011,-136,89,
20967,28.4,29.4,1017.92,63.97,-143342,41181,354,944,-112,54,
20987,28.4,29.3,1017.92,63.95,-143342,39930,-18095,957,-97,25,
21007,28.4,29.3,1017.94,63.84,-143342,37677,-34063,960,-99,34,
21027,28.4,29.3,1017.95,63.71,-143342,42831,-32344,965,-98,6,
21047,28.4,29.3,1017.97,63.57,-143342,35463,-16034,981,-85,-38,
21067,28.4,29.3,1017.98,63.48,-143342,21310,-704,955,-58,-78,
21086,28.4,29.3,1017.99,63.41,-143342,24828,10045,1024,-26,-126,
21106,28.4,29.3,1017.99,63.35,-143342,35240,9056,1023,0,-181,
21127,28.4,29.3,1018.00,63.29,-143342,36216,1863,1066,32,-243,
21146,28.4,29.4,1018.00,63.31,-143342,21595,8820,1043,70,-300,
21166,28.4,29.3,1017.99,63.40,-143342,2821,15920,996,107,-330,
21186,28.4,29.3,1017.97,63.53,-143342,-6063,12324,966,129,-328,
21207,28.4,29.2,1017.96,63.61,-143342,-17950,31342,978,140,-260,
21260,28.4,29.2,1017.95,63.72,-143097,-2738,41234,945,133,-180,
21266,28.4,29.4,1017.94,63.82,-109274,-8815,39335,999,127,-177,
21286,28.4,29.3,1017.94,63.84,-11729,-29802,44401,1044,124,-179,
21305,28.4,29.3,1017.93,63.88,86983,-31408,50662,1113,124,-175,
21325,28.5,29.2,1017.94,63.85,140179,-6475,53484,1034,123,-205,
21346,28.5,29.2,1017.94,63.79,143342,23209,47403,950,102,-249,
21365,28.5,29.2,1017.95,63.69,143342,26989,42249,895,75,-282,
21385,28.5,29.3,1017.96,63.60,143342,5993,53235,871,49,-279,
21405,28.5,29.2,1017.98,63.47,143342,-3753,71671,964,15,-253,
21425,28.5,29.3,1018.00,63.28,143342,11637,72786,978,-16,-223,
21445,28.5,29.4,1018.03,63.06,143342,39746,44533,991,-60,-187,
21465,28.5,29.2,1018.05,62.84,143342,54617,8316,1046,-117,-138,
21485,28.5,29.2,1018.08,62.62,143342,47862,8719,1006,-160,-86,
21505,28.5,29.4,1018.10,62.45,123939,38189,39856,968,-171,-60,
21525,28.5,29.3,1018.12,62.29,36671,37668,55575,915,-174,-41,
21544,28.5,29.2,1018.14,62.13,-63756,45635,36443,928,-179,-32,
21565,28.5,29.2,1018.15,62.02,-135266,56616,4103,940,-175,-46,
21584,28.5,29.3,1018.16,61.94,-143342,59482,-16476,949,-155,-87,
21604,28.5,29.3,1018.17,61.85,-143342,50155,-25536,997,-120,-151,
21624,28.5,29.3,1018.18,61.76,-143342,29023,-12521,1037,-76,-229,
21644,28.5,29.2,1018.18,61.70,-143342,5495,19508,1024,-8,-311,
21664,28.5,29.3,1018.18,61.73,-143342,-1382,40298,1002,65,-389,
21685,28.5,29.3,1018.17,61.79,-143342,28962,21083,972,162,-438,
21705,28.5,29.3,1018.17,61.86,-143342,27965,13278,942,170,-417,
21724,28.5,29.2,1018.16,61.91,-143342,9681,21214,975,154,-374,
21744,28.5,29.3,1018.16,61.94,-125601,-9716,48588,1038,151,-347,
21764,28.5,29.3,1018.16,61.90,-16878,-24535,76055,1074,143,-334,
21784,28.5,29.2,1018.16,61.87,106246,-17648,76037,1018,137,-322,
21804,28.5,29.3,1018.17,61.79,143198,12775,54534,981,117,-323,
21824,28.5,29.2,1018.18,61.69,143342,42035,43386,928,78,-335,
21843,28.5,29.4,1018.20,61.56,143342,50373,47420,979,35,-339,
21863,28.5,29.3,1018.22,61.40,143342,34396,63573,888,-12,-313,
21883,28.5,29.3,1018.23,61.29,143342,17657,64999,858,-51,-248,
21903,28.5,29.2,1018.25,61.13,143342,20943,45565,919,-82,-182,
21923,28.5,29.2,1018.26,61.01,143342,40110,22172,955,-111,-141,
21943,28.5,29.2,1018.28,60.91,143342,50172,1920,915,-138,-114,
21963,28.5,29.3,1018.29,60.78,134137,42647,-2380,927,-160,-76,
21983,28.5,29.2,1018.30,60.72,62059,32795,5678,912,-175,-30,
22003,28.5,29.2,1018.30,60.68,-39453,27895,13125,917,-173,-16,
22023,28.5,29.3,1018.32,60.56,-123996,29211,4265,894,-161,-22,
22043,28.5,29.2,1018.33,60.47,-143342,39073,-10478,900,-148,-36,
22062,28.5,29.3,1018.34,60.37,-143342,41370,-24329,942,-126,-37,
22082,28.5,29.3,1018.34,60.33,-143342,34566,-29526,1100,-115,-31,
22103,28.5,29.2,1018.36,60.20,-143342,31430,-13658,1088,-87,-67,
22122,28.5,29.2,1018.37,60.13,-143342,31259,19158,974,-40,-145,
22143,28.5,29.3,1018.37,60.07,-143342,-8076,-7170,948,62,-249,
22164,28.5,29.3,1018.37,60.07,-143342,11445,-32768,1044,106,-299,
22183,28.5,29.3,1018.37,60.05,-143342,23371,-9537,1045,181,-362,
22202,28.5,29.1,1018.38,59.96,-143342,-8723,10311,1002,211,-384,
22222,28.5,29.3,1018.39,59.88,-143342,-38587,-5411,1108,208,-325,
22242,28.5,29.2,1018.40,59.80,-143342,-31858,-21612,1173,183,-262,
22262,28.5,29.3,1018.42,59.67,-143342,-6273,-13107,1130,163,-246,
22282,28.5,29.3,1018.43,59.56,-143342,4663,6370,1074,149,-233,
22301,28.5,29.4,1018.45,59.40,-126350,-3688,28376,1066,147,-210,
22321,28.5,29.2,1018.46,59.32,-11576,-12044,31968,1089,141,-218,
22341,28.5,29.3,1018.47,59.24,114380,-11716,16432,1083,132,-250,
22361,28.5,29.2,1018.48,59.11,143338,-4309,7669,1133,125,-264,
22381,28.5,29.4,1018.49,59.07,143342,3491,21525,1204,125,-248,
22401,28.5,29.2,1018.49,59.03,143342,24206,45066,1205,115,-259,
22421,28.5,29.3,1018.50,58.96,143342,40617,44808,1122,92,-274,
22441,28.5,29.3,1018.51,58.87,143342,27671,34103,1066,46,-249,
22461,28.5,29.4,1018.52,58.79,143342,5849,43076,1090,20,-198,
22481,28.5,29.4,1018.53,58.72,143342,3657,43540,1110,14,-147,
22501,28.5,29.3,1018.53,58.67,143342,21485,8544,1080,-5,-90,
22553,28.5,29.3,1018.55,58.51,123637,42796,29400,1090,-63,-35,
22563,28.5,29.4,1018.56,58.41,82044,31136,21021,1036,-56,-42,
22582,28.5,29.4,1018.57,58.35,46278,23638,-9165,1146,-64,-9,
22602,28.5,29.4,1018.59,58.22,-6763,20951,-12184,1205,-74,4,
22621,28.5,29.3,1018.60,58.11,-72708,18331,3530,1164,-62,-22,
22641,28.5,29.4,1018.61,58.01,-125628,31539,9113,1099,-34,-59,
22660,28.5,29.5,1018.61,58.00,-142944,42875,4821,1117,-32,-97,
22680,28.5,29.3,1018.62,57.96,-143342,27566,1036,1099,-11,-125,
22700,28.5,29.4,1018.63,57.87,-143342,9178,-4904,1134,10,-157,
22719,28.5,29.3,1018.63,57.84,-143342,15439,-10001,1099,48,-192,
22740,28.5,29.3,1018.63,57.81,-143342,31377,-10753,1144,72,-204,
22759,28.5,29.4,1018.64,57.75,-133201,40053,6116,1148,66,-211,
22779,28.5,29.4,1018.65,57.70,-80906,29824,28332,1042,79,-207,
22799,28.5,29.5,1018.66,57.58,3154,14888,20391,1076,91,-198,
22819,28.5,29.3,1018.66,57.54,98822,14651,1745,1109,102,-208,
22839,28.5,29.4,1018.67,57.51,142345,39939,-8089,1205,104,-220,
22859,28.5,29.4,1018.67,57.50,143342,63406,4536,1170,85,-258,
22879,28.5,29.5,1018.68,57.43,143342,55588,27230,1036,78,-287,
22899,28.5,29.3,1018.69,57.31,143342,38338,27628,931,79,-311,
22919,28.5,29.4,1018.70,57.20,143342,22260,3368,871,50,-305,
22938,28.5,29.4,1018.71,57.14,143342,5280,-15658,990,16,-256,
22959,28.5,29.4,1018.71,57.14,143342,971,-17368,1071,-28,-161,
22979,28.5,29.4,1018.72,57.08,143342,22780,-2524,1125,-45,-124,
22998,28.5,29.3,1018.72,57.03,143342,27986,-8605,1013,-66,-94,
23018,28.5,29.3,1018.72,57.05,143342,-3784,-17530,1083,-98,-24,
23038,28.5,29.4,1018.72,57.05,143342,-25956,-1382,1058,-119,45,
23058,28.5,29.4,1018.72,57.02,143342,-13916,13755,1081,-129,96,
23078,28.5,29.3,1018.72,57.03,136189,-10443,-420,1036,-115,89,
23099,28.5,29.4,1018.73,56.97,49358,-29308,-34960,1188,-127,219,
23119,28.5,29.4,1018.73,56.96,-4204,-9476,-4611,1100,-113,203,
23138,28.5,29.5,1018.74,56.91,-34426,-9541,23773,1014,-78,160,
23158,28.5,29.3,1018.74,56.86,-27422,-30310,8290,947,-59,165,
23177,28.5,29.4,1018.75,56.79,-3793,-29837,-27951,983,-75,208,
23198,28.5,29.3,1018.75,56.77,12241,-14660,-38482,1084,-80,205,
23217,28.5,29.2,1018.76,56.72,25510,-14791,-11060,1119,-67,180,
23237,28.5,29.3,1018.77,56.67,48750,-19486,12573,1102,-54,164,
23257,28.5,29.2,1018.77,56.64,85666,-7945,10806,1044,-55,149,
23277,28.5,29.3,1018.77,56.60,125671,5468,6706,1021,-57,140,
23297,28.5,29.4,1018.77,56.59,142887,10600,11655,1001,-41,113,
23317,28.5,29.3,1018.77,56.58,143342,10386,3062,1002,-20,61,
23337,28.5,29.3,1018.78,56.53,143342,1933,-20111,1004,-24,45,
23357,28.5,29.2,1018.79,56.49,143342,-5464,-4305,1087,-30,41,
23377,28.5,29.4,1018.80,56.38,143342,16222,41444,1035,-14,15,
23397,28.5,29.3,1018.81,56.27,143342,45381,40101,980,1,-39,
23417,28.5,29.4,1018.82,56.17,143342,27483,-5718,1010,-8,-66,
23437,28.5,29.3,1018.84,56.02,143342,-11790,-26101,1065,-33,-16,
23456,28.5,29.4,1018.86,55.84,143342,-13982,-5836,1093,-60,21,
23476,28.5,29.3,1018.88,55.68,143342,21131,14323,1074,-80,21,
23496,28.5,29.3,1018.90,55.51,143342,45933,-1439,1015,-110,30,
23516,28.5,29.4,1018.92,55.32,138705,29798,-30073,1007,-150,69,
23536,28.5,29.3,1018.94,55.17,67458,-5674,-36207,1005,-167,133,
23557,28.5,29.3,1018.95,55.05,-137099,-26705,-22793,1131,-159,161,
23578,28.5,29.3,1018.97,54.89,-143342,10005,-27085,1109,-147,132,
23597,28.5,29.4,1018.98,54.81,-143342,42118,-30314,1039,-124,46,
23617,28.5,29.3,1018.98,54.76,-143342,29986,-36623,956,-76,-50,
23636,28.5,29.3,1018.98,54.80,-143342,-3193,-53130,1001,-18,-162,
23656,28.5,29.3,1018.98,54.78,-143342,-19818,-72506,1032,47,-281,
23676,28.5,29.3,1018.98,54.84,-143342,-20580,-76335,1059,97,-382,
23696,28.5,29.2,1018.97,54.85,-143342,-23905,-59902,1002,135,-453,
23715,28.5,29.3,1018.98,54.81,-143342,-26538,-35223,939,159,-468,
23736,28.5,29.6,1018.99,54.69,-143342,-25143,-15645,954,174,-441,
23755,28.5,29.5,1019.00,54.60,-143342,-17482,-18081,976,171,-374,
23775,28.5,29.4,1019.02,54.49,-143342,3390,-25821,932,145,-302,
23795,28.5,29.4,1019.02,54.45,-143342,11659,-26442,934,120,-247,
23815,28.5,29.3,1019.04,54.30,-143342,1111,-27584,895,85,-206,
23870,28.5,29.4,1019.05,54.18,-122653,-35385,4165,955,22,-120,
23881,28.5,29.5,1019.06,54.08,-71640,-10801,14083,961,27,-133,
23901,28.5,29.3,1019.07,54.03,-24185,19683,1128,943,3,-152,
23920,28.5,29.5,1019.07,53.98,-875,15981,-11768,857,-30,-165,
23939,28.5,29.3,1019.08,53.92,-4125,-15194,-11208,870,-43,-145,
23958,28.5,29.3,1019.09,53.83,-20628,-30161,-6129,895,-58,-118,
23977,28.5,29.5,1019.10,53.79,-45622,-23966,4392,929,-54,-115,
23996,28.5,29.4,1019.10,53.73,-67615,-8198,2533,955,-53,-116,
24015,28.5,29.4,1019.11,53.66,-88755,6304,-6448,954,-55,-122,
24035,28.5,29.4,1019.12,53.62,-113509,949,-10158,982,-53,-124,
24055,28.5,29.4,1019.13,53.52,-136066,-17683,-12525,948,-51,-118,
24074,28.5,29.4,1019.14,53.39,-143307,-29684,-2581,927,-33,-125,
24094,28.5,29.3,1019.15,53.29,-143342,-29128,12066,941,-32,-137,
24114,28.5,29.4,1019.17,53.20,-143342,-25221,19416,935,-24,-153,
24134,28.5,29.5,1019.18,53.07,-143342,-22841,13203,956,-14,-160,
24153,28.5,29.3,1019.19,52.95,-143342,-18086,3320,1013,-6,-165,
24173,28.5,29.4,1019.21,52.82,-143342,-15260,-651,995,0,-186,
24193,28.5,29.4,1019.22,52.68,-143342,-16292,-2835,948,0,-205,
24213,28.5,29.4,1019.24,52.57,-143342,-27689,-4375,914,0,-222,
24233,28.5,29.3,1019.25,52.46,-143342,-47363,2113,930,10,-197,
24253,28.5,29.3,1019.26,52.39,-142550,-50155,16082,924,25,-152,
24273,28.5,29.4,1019.27,52.27,-118120,-23191,11961,972,36,-120,
24293,28.5,29.4,1019.28,52.21,-63336,9611,-2091,942,38,-111,
24312,28.5,29.2,1019.29,52.14,-7695,15010,-2756,952,34,-101,
24333,28.5,29.2,1019.30,52.02,46195,-10316,8798,941,41,-79,
24353,28.5,29.3,1019.32,51.90,102948,-33193,12906,976,51,-36,
24372,28.5,29.4,1019.33,51.81,140201,-23826,6173,986,53,-5,
24392,28.5,29.4,1019.34,51.73,143342,4305,7678,1025,48,-14,
24412,28.5,29.3,1019.35,51.62,143342,21008,19473,957,49,-33,
24432,28.5,29.3,1019.35,51.56,143342,22723,20531,897,52,-57,
24452,28.5,29.3,1019.37,51.47,143342,9546,5556,884,48,-59,
24472,28.5,29.4,1019.38,51.36,143342,-5836,-3368,930,29,-45,
24493,28.5,29.3,1019.38,51.35,143342,7083,6164,973,-14,-15,
24513,28.5,29.2,1019.38,51.31,143342,17644,-13553,977,-30,-4,
24533,28.5,29.4,1019.39,51.26,143342,12149,-25095,949,-54,27,
24552,28.5,29.5,1019.40,51.20,143342,12775,-23323,942,-79,51,
24572,28.5,29.4,1019.40,51.19,143342,16585,-23681,950,-104,70,
24592,28.5,29.6,1019.41,51.11,141461,2594,-22168,967,-118,86,
24611,28.5,29.3,1019.41,51.08,105805,-15706,-24587,996,-123,103,
24631,28.5,29.4,1019.41,51.04,42958,-19228,-35253,998,-124,117,
24651,28.5,29.4,1019.41,51.05,-21844,-9244,-44226,1034,-121,121,
24671,28.5,29.5,1019.42,51.02,-92395,367,-38255,1038,-128,105,
24691,28.5,29.4,1019.42,50.96,-139702,-1658,-30292,1050,-116,73,
24711,28.5,29.4,1019.44,50.86,-143342,-11270,-35035,1066,-97,39,
24731,28.5,29.5,1019.44,50.80,-143342,-24775,-38517,1061,-80,17,
24751,28.5,29.4,1019.45,50.70,-143342,-28266,-33595,1011,-57,-12,
24771,28.5,29.4,1019.46,50.62,-143342,-14787,-28695,1007,-19,-60,
24791,28.5,29.4,1019.47,50.57,-143342,5674,-30078,1041,24,-118,
24811,28.5,29.4,1019.48,50.51,-143342,12639,-31539,1036,58,-172,
24830,28.5,29.3,1019.48,50.44,-143342,-840,-37585,1050,83,-189,
24850,28.5,29.2,1019.49,50.35,-143342,-14358,-46475,1068,89,-191,
24871,28.5,29.5,1019.50,50.26,-143342,-12455,-40928,1055,102,-176,
24890,28.5,29.4,1019.51,50.18,-143342,-993,-21096,1134,117,-145,
24910,28.5,29.5,1019.53,50.07,-133656,9436,-743,1166,127,-124,
24930,28.5,29.4,1019.53,50.04,-40223,23156,6426,1168,140,-104,
24950,28.5,29.4,1019.54,49.98,93183,26713,-5140,1129,144,-104,
24971,28.5,29.4,1019.54,49.94,143342,4182,-8023,1030,202,-118,
24991,28.5,29.4,1019.55,49.83,143342,15548,21533,1070,240,-195,
25011,28.5,29.4,1019.56,49.78,143342,21730,49590,1033,284,-291,
25030,28.5,29.4,1019.57,49.67,143342,25090,52084,1051,302,-388,
25050,28.5,29.3,1019.58,49.62,143342,17364,42682,1079,299,-472,
25070,28.5,29.5,1019.59,49.50,143342,5481,38775,1087,257,-509,
25089,28.5,29.4,1019.59,49.51,143342,10504,45915,1104,203,-476,
25110,28.5,29.3,1019.58,49.64,143342,31858,54355,1066,130,-385,
25129,28.5,29.5,1019.56,49.78,143342,40425,47906,973,38,-219,
25181,28.5,29.4,1019.53,50.01,143342,-4195,10508,1096,-184,242,
25200,28.5,29.5,1019.53,50.03,138753,-18895,8001,1143,-206,267,
25219,28.5,29.3,1019.53,50.01,41396,-18265,-1006,1108,-220,274,
25238,28.5,29.4,1019.54,49.98,-111514,-7411,-16966,981,-223,224,
25257,28.5,29.4,1019.54,49.96,-143342,2104,-28625,931,-189,137,
25277,28.5,29.4,1019.54,49.94,-143342,4410,-33061,960,-123,11,
25295,28.5,29.4,1019.54,49.98,-143342,-11033,-41103,874,-47,-116,
25315,28.5,29.4,1019.54,49.98,-143342,-27829,-67895,762,3,-189,
25334,28.5,29.4,1019.54,49.96,-143342,-31841,-96534,757,41,-253,
25353,28.5,29.4,1019.54,49.91,-143342,-28100,-102659,924,68,-295,
25372,28.5,29.4,1019.56,49.77,-143342,-17036,-76969,1074,100,-328,
25391,28.5,29.4,1019.58,49.61,-143342,-2782,-34733,1193,143,-400,
25410,28.5,29.4,1019.60,49.40,-143342,5035,-13965,1136,178,-468,
25429,28.5,29.4,1019.63,49.19,-143342,8487,-20203,925,194,-496,
25449,28.5,29.4,1019.65,48.99,-143342,21039,-34527,917,203,-497,
25469,28.5,29.3,1019.67,48.80,-143342,48706,-39366,1188,174,-472,
25488,28.5,29.3,1019.69,48.64,-143342,47337,5271,1406,166,-442,
25507,28.5,29.5,1019.71,48.49,-118597,-8995,53440,1400,179,-395,
25528,28.5,29.2,1019.72,48.35,35490,-60501,46388,1353,167,-323,
25547,28.5,29.3,1019.75,48.14,138556,-52246,12740,1220,147,-252,
25567,28.5,29.4,1019.76,48.01,143342,-1176,6685,1181,94,-184,
25587,28.5,29.5,1019.77,47.93,143342,34107,33394,1043,75,-147,
25607,28.5,29.3,1019.78,47.87,143342,15242,57785,1125,47,-74,
25627,28.5,29.5,1019.79,47.78,143342,-44082,92378,1167,49,-29,
25647,28.5,29.5,1019.79,47.77,143342,-66850,93572,1181,52,6,
25667,28.5,29.3,1019.79,47.76,143342,-53891,46410,1162,29,55,
25687,28.5,29.4,1019.79,47.81,143342,-15526,17451,1156,24,85,
25707,28.5,29.5,1019.78,47.86,143342,44896,34610,1054,18,82,
25726,28.5,29.4,1019.78,47.92,143342,91848,60436,886,21,35,
25747,28.5,29.4,1019.77,47.97,143342,89180,71102,830,30,10,
25767,28.5,29.4,1019.76,48.07,143342,53226,77660,925,58,0,
25786,28.5,29.5,1019.75,48.15,143342,21665,69510,1038,102,0,
25806,28.5,29.4,1019.75,48.15,143342,8793,29233,1078,142,0,
25826,28.5,29.5,1019.75,48.18,143342,16957,-15553,1003,180,-37,
25846,28.5,29.5,1019.75,48.14,143342,45937,-42590,899,197,-88,
25866,28.5,29.5,1019.76,48.08,143342,67672,-58384,846,189,-159,
25886,28.5,29.4,1019.77,47.99,143342,40740,-33665,746,190,-189,
25907,28.5,29.6,1019.79,47.76,143342,-2738,97741,1221,290,-215,
25927,28.5,29.3,1019.82,47.52,143342,-24644,78190,1221,336,-228,
25947,28.5,29.4,1019.84,47.34,143342,-62063,13076,825,360,-211,
25966,28.5,29.5,1019.87,47.13,143342,-64456,13960,966,385,-193,
25986,28.5,29.3,1019.88,46.98,143342,-17513,84577,1328,453,-269,
26006,28.5,29.4,1019.90,46.84,143342,45745,112660,943,519,-435,
26025,28.5,29.4,1019.91,46.78,143342,73924,78973,947,556,-582,
26045,28.5,29.4,1019.92,46.63,143342,69606,82840,1222,541,-667,
26065,28.5,29.4,1019.92,46.65,143342,65476,100226,1326,448,-659,
26085,28.5,29.4,1019.91,46.79,143342,46777,109886,1944,262,-442,
26105,28.5,29.4,1019.91,46.75,143342,55768,139383,1427,162,-297,
26125,28.5,29.5,1019.90,46.81,143342,94395,118610,798,113,-265,
26145,28.5,29.3,1019.90,46.87,143342,-29981,-14612,972,-19,99,
26165,28.5,29.4,1019.90,46.88,143342,-74970,-9655,1090,-74,466,
26184,28.5,29.5,1019.89,46.93,143342,80053,53073,1212,-35,318,
26205,28.5,29.5,1019.90,46.88,143342,133078,74742,1374,21,131,
26224,28.5,29.4,1019.90,46.87,143342,68578,81357,1341,96,77,
26244,28.5,29.4,1019.90,46.84,143342,-546,84026,1431,168,39,
